soil_moisture,temperature,humidity,soil_type,season,recommended_crop
69.3,30.2,73.7,clay,kharif,sugarcane
61.1,14.9,53.4,clay_loam,rabi,wheat
79.9,25.2,82.8,clay_loam,kharif,sugarcane
85.3,30.5,89.4,silty,kharif,rice
62.3,21.7,69.5,loamy,kharif,maize
81.4,29.0,89.3,clay,kharif,rice
88.2,31.0,75.4,clay,kharif,rice
36.2,15.8,41.7,sandy,rabi,mustard
83.4,26.9,75.1,clay_loam,kharif,sugarcane
37.2,19.8,55.7,clay_loam,rabi,chickpea
78.5,25.3,72.3,clay,kharif,sugarcane
49.6,19.2,51.7,clay_loam,rabi,wheat
41.5,23.4,53.5,silty,rabi,wheat
29.1,19.4,55.7,clay_loam,rabi,chickpea
52.6,15.3,46.2,loamy,rabi,chickpea
42.9,30.3,51.3,sandy,kharif,sunflower
49.7,23.9,59.4,sandy,kharif,sunflower
36.5,17.3,44.8,sandy,rabi,mustard
42.7,30.6,52.7,loamy,kharif,cotton
51.6,22.3,71.9,silty,rabi,wheat
44.5,22.9,55.2,sandy,kharif,sunflower
51.1,32.3,51.7,sandy,kharif,cotton
30.5,34.3,60.8,sandy,kharif,cotton
75.5,28.2,80.2,clay,kharif,rice
35.8,36.0,60.6,sandy,kharif,cotton
52.0,24.9,51.6,silty,rabi,wheat
47.5,29.6,63.2,loamy,kharif,cotton
49.3,15.2,49.6,clay_loam,rabi,wheat
59.5,28.7,50.1,loamy,kharif,sunflower
68.1,32.9,78.1,clay,kharif,sugarcane
51.8,23.6,65.9,sandy,kharif,sunflower
35.1,19.9,46.5,sandy,rabi,mustard
68.6,19.0,79.9,loamy,kharif,maize
45.2,29.7,59.2,sandy,kharif,cotton
41.0,17.4,60.1,loamy,rabi,wheat
49.6,34.3,62.5,loamy,kharif,cotton
44.6,10.4,48.1,loamy,rabi,mustard
51.8,20.6,77.7,clay_loam,kharif,maize
75.0,32.7,70.7,clay_loam,kharif,sugarcane
88.5,33.7,74.4,clay,kharif,rice
77.2,34.3,75.3,silty,kharif,rice
75.0,25.5,75.5,clay_loam,kharif,sugarcane
53.7,24.8,62.1,clay_loam,rabi,wheat
25.8,10.0,50.4,sandy,rabi,mustard
57.2,16.1,53.1,silty,rabi,wheat
89.8,29.7,91.2,silty,kharif,rice
81.0,30.3,84.4,clay,kharif,sugarcane
52.4,23.3,65.5,loamy,rabi,wheat
87.2,30.4,89.0,silty,kharif,rice
58.4,25.2,60.7,clay_loam,kharif,maize
46.2,35.6,65.1,sandy,kharif,cotton
43.5,31.8,63.8,sandy,kharif,cotton
37.0,30.0,56.8,sandy,kharif,cotton
84.0,25.5,84.0,clay,kharif,rice
57.8,27.3,75.3,clay_loam,kharif,maize
65.2,27.9,77.4,clay_loam,kharif,maize
46.0,28.0,60.8,loamy,kharif,sunflower
35.3,36.7,57.9,sandy,kharif,cotton
60.9,23.4,69.9,clay_loam,kharif,maize
31.5,28.9,52.5,sandy,kharif,cotton
71.1,34.1,74.7,clay_loam,kharif,sugarcane
42.1,15.7,48.4,loamy,rabi,mustard
47.4,33.9,51.7,sandy,kharif,cotton
42.6,16.1,55.1,silty,rabi,wheat
48.5,19.4,63.3,clay_loam,rabi,wheat
30.2,13.8,48.4,loamy,rabi,mustard
57.2,22.4,56.9,sandy,kharif,sunflower
53.3,29.1,53.2,sandy,kharif,sunflower
47.0,17.0,50.4,clay_loam,rabi,chickpea
57.5,16.3,53.3,clay_loam,rabi,wheat
44.3,14.2,52.0,loamy,rabi,wheat
37.2,34.6,52.0,sandy,kharif,cotton
57.7,16.1,66.1,loamy,rabi,wheat
87.6,30.7,77.2,silty,kharif,rice
36.5,20.0,41.9,loamy,rabi,mustard
70.9,36.1,80.8,clay,kharif,sugarcane
49.2,33.0,61.7,sandy,kharif,cotton
45.6,24.6,59.3,sandy,kharif,sunflower
27.9,19.6,49.7,loamy,rabi,mustard
71.9,25.9,72.1,clay,kharif,sugarcane
48.6,17.4,47.2,clay_loam,rabi,chickpea
77.7,32.2,76.3,silty,kharif,rice
86.2,26.6,84.7,clay,kharif,rice
55.6,23.8,58.1,clay_loam,rabi,wheat
82.8,24.9,85.3,clay_loam,kharif,sugarcane
39.0,36.8,52.5,sandy,kharif,cotton
85.1,25.3,81.5,silty,kharif,rice
93.2,27.8,77.2,clay,kharif,rice
47.5,22.7,63.5,loamy,kharif,sunflower
74.4,24.5,87.9,clay,kharif,rice
59.8,28.8,70.9,clay_loam,kharif,maize
38.8,22.1,68.5,loamy,kharif,sunflower
37.3,21.8,49.5,loamy,rabi,chickpea
92.2,32.0,78.5,clay,kharif,rice
54.8,24.3,50.2,sandy,kharif,sunflower
57.8,20.6,57.6,loamy,kharif,sunflower
62.9,14.3,52.3,silty,rabi,wheat
54.0,28.4,52.9,loamy,kharif,sunflower
41.0,14.9,57.9,sandy,rabi,mustard
74.7,29.1,74.0,clay_loam,kharif,sugarcane
44.8,15.9,58.3,clay_loam,rabi,chickpea
31.3,34.6,47.8,loamy,kharif,cotton
65.3,34.0,80.4,clay_loam,kharif,sugarcane
85.9,34.5,86.9,silty,kharif,rice
41.5,31.9,57.1,sandy,kharif,cotton
92.4,25.9,88.3,silty,kharif,rice
54.3,23.6,69.4,loamy,kharif,maize
31.7,23.4,53.1,loamy,rabi,chickpea
47.7,21.6,55.4,loamy,rabi,chickpea
33.5,30.2,59.1,loamy,kharif,cotton
40.0,38.1,62.9,sandy,kharif,cotton
32.3,13.4,43.2,sandy,rabi,mustard
72.7,28.2,86.4,silty,kharif,rice
54.4,21.3,54.9,sandy,kharif,sunflower
40.0,12.7,52.0,loamy,rabi,mustard
47.6,19.6,60.2,loamy,rabi,chickpea
72.7,26.8,83.1,clay_loam,kharif,sugarcane
64.3,30.0,72.6,clay_loam,kharif,maize
61.0,22.5,66.8,loamy,kharif,maize
79.4,23.3,76.5,silty,kharif,rice
52.8,23.1,72.4,loamy,kharif,maize
89.3,25.6,79.3,silty,kharif,rice
34.3,15.3,42.9,loamy,rabi,mustard
83.1,27.8,85.8,silty,kharif,rice
52.4,28.3,64.9,loamy,kharif,maize
40.9,19.4,51.5,loamy,rabi,wheat
58.2,26.7,65.2,clay_loam,kharif,maize
63.9,29.1,86.5,clay,kharif,sugarcane
31.2,32.5,54.4,loamy,kharif,cotton
82.9,32.2,71.7,clay,kharif,sugarcane
37.9,18.4,50.3,clay_loam,rabi,chickpea
41.4,15.4,49.1,sandy,rabi,mustard
49.2,26.8,53.8,sandy,kharif,sunflower
75.6,26.3,80.8,clay,kharif,sugarcane
39.3,17.2,65.7,clay_loam,rabi,wheat
52.2,23.3,67.1,clay_loam,kharif,maize
44.6,16.9,62.5,clay_loam,rabi,wheat
69.6,25.1,64.3,clay_loam,kharif,maize
55.1,22.8,54.4,sandy,kharif,sunflower
79.1,30.1,74.8,clay_loam,kharif,sugarcane
40.7,33.4,59.1,sandy,kharif,cotton
80.4,25.4,87.3,clay,kharif,rice
52.2,16.2,71.5,loamy,rabi,wheat
38.1,19.1,62.2,sandy,rabi,mustard
80.5,32.1,79.0,clay,kharif,rice
42.0,18.3,66.6,loamy,rabi,chickpea
55.7,28.0,59.1,loamy,kharif,maize
40.3,33.6,51.1,loamy,kharif,cotton
37.6,19.3,54.7,clay_loam,rabi,chickpea
30.2,14.2,42.3,loamy,rabi,mustard
64.2,30.4,65.3,clay_loam,kharif,maize
44.9,11.2,54.0,sandy,rabi,mustard
42.7,15.4,54.9,sandy,rabi,mustard
46.8,20.1,62.9,sandy,kharif,sunflower
70.1,32.8,79.1,clay,kharif,sugarcane
66.2,24.9,66.0,clay_loam,kharif,maize
38.7,16.9,44.4,clay_loam,rabi,chickpea
72.6,24.4,88.3,clay,kharif,rice
69.7,33.9,80.1,clay,kharif,rice
58.5,24.8,70.2,clay_loam,rabi,wheat
81.9,33.3,73.1,clay_loam,kharif,sugarcane
90.4,30.3,81.0,silty,kharif,rice
75.8,32.3,84.0,clay,kharif,rice
30.2,23.5,59.4,loamy,rabi,chickpea
63.1,27.9,73.4,clay_loam,kharif,maize
52.1,28.7,68.5,sandy,kharif,sunflower
36.7,23.8,58.5,clay_loam,rabi,chickpea
55.9,19.9,65.9,loamy,kharif,maize
88.2,31.4,74.9,silty,kharif,rice
80.0,31.3,76.6,silty,kharif,rice
45.5,22.0,68.0,silty,rabi,wheat
35.8,16.9,55.6,clay_loam,rabi,chickpea
93.8,27.9,87.1,silty,kharif,rice
38.4,29.0,63.4,loamy,kharif,cotton
91.5,26.8,80.9,silty,kharif,rice
87.7,24.8,85.7,silty,kharif,rice
49.5,22.6,56.0,loamy,kharif,sunflower
57.9,29.7,80.6,clay_loam,kharif,maize
49.3,30.0,54.6,sandy,kharif,cotton
41.1,30.9,65.8,loamy,kharif,sunflower
67.3,35.4,72.3,clay_loam,kharif,sugarcane
43.2,26.0,51.2,clay_loam,rabi,chickpea
82.0,29.9,77.7,clay,kharif,sugarcane
45.2,35.1,60.5,loamy,kharif,cotton
83.4,32.8,80.6,silty,kharif,rice
51.1,23.3,70.6,loamy,kharif,maize
69.2,28.2,74.7,silty,kharif,rice
44.8,13.4,54.9,loamy,rabi,mustard
42.0,10.0,46.5,sandy,rabi,mustard
44.2,16.1,66.6,clay_loam,rabi,wheat
36.3,15.3,55.9,loamy,rabi,chickpea
59.1,21.7,63.2,loamy,rabi,wheat
45.2,27.9,53.0,sandy,kharif,sunflower
39.5,16.7,53.1,loamy,rabi,mustard
40.5,17.3,40.5,loamy,rabi,mustard
49.6,27.7,56.9,loamy,kharif,cotton
49.5,24.7,52.1,clay_loam,rabi,wheat
35.5,19.8,43.7,loamy,rabi,chickpea
53.2,16.4,65.4,clay_loam,rabi,wheat
88.3,32.3,85.5,clay,kharif,rice
28.8,10.2,48.3,sandy,rabi,mustard
43.7,21.6,53.4,silty,rabi,wheat
50.4,28.2,68.0,sandy,kharif,sunflower
38.7,15.5,46.2,clay_loam,rabi,chickpea
56.2,26.5,67.4,silty,rabi,wheat
89.0,30.4,79.1,clay_loam,kharif,sugarcane
62.8,29.6,68.1,loamy,kharif,sunflower
83.7,25.7,79.7,clay,kharif,sugarcane
66.0,26.2,71.3,clay,kharif,sugarcane
33.2,30.8,48.9,sandy,kharif,cotton
32.2,12.0,59.7,loamy,rabi,mustard
51.2,30.9,74.9,loamy,kharif,maize
57.4,21.0,58.2,sandy,kharif,sunflower
32.5,16.5,54.4,sandy,rabi,mustard
46.1,24.8,59.8,sandy,kharif,sunflower
54.3,20.7,67.1,loamy,rabi,wheat
57.2,31.3,67.6,clay_loam,kharif,maize
30.2,12.1,52.0,sandy,rabi,mustard
33.8,24.9,54.6,loamy,rabi,chickpea
52.7,21.6,62.8,sandy,kharif,sunflower
52.4,24.8,60.0,loamy,kharif,sunflower
65.7,19.3,54.3,clay_loam,rabi,wheat
44.9,24.1,62.6,loamy,rabi,chickpea
44.4,14.7,39.1,sandy,rabi,mustard
57.4,25.9,68.2,loamy,kharif,sunflower
30.3,15.7,47.4,clay_loam,rabi,chickpea
36.0,20.4,50.5,loamy,rabi,mustard
43.4,13.2,47.2,loamy,rabi,mustard
54.1,25.1,49.1,clay_loam,rabi,wheat
90.9,31.9,81.8,silty,kharif,rice
44.3,22.1,65.0,clay_loam,rabi,chickpea
72.7,32.5,79.3,silty,kharif,rice
38.9,29.8,50.1,sandy,kharif,sunflower
59.0,30.2,63.7,clay_loam,kharif,maize
63.9,26.6,75.6,loamy,kharif,maize
35.2,19.3,52.9,loamy,rabi,chickpea
31.2,32.5,47.8,loamy,kharif,cotton
42.4,17.6,49.2,loamy,rabi,chickpea
58.1,22.6,54.3,clay_loam,rabi,wheat
81.1,27.1,77.1,clay,kharif,sugarcane
34.5,13.1,41.6,loamy,rabi,mustard
66.3,26.9,77.6,loamy,kharif,maize
35.9,21.2,54.4,clay_loam,rabi,chickpea
44.4,25.9,53.9,sandy,kharif,sunflower
40.6,20.6,49.1,clay_loam,rabi,wheat
43.1,34.3,66.9,sandy,kharif,cotton
39.1,24.0,54.2,loamy,rabi,chickpea
72.2,29.4,83.9,silty,kharif,rice
72.5,31.8,81.1,clay,kharif,rice
41.0,38.7,50.6,sandy,kharif,cotton
68.9,26.3,83.8,clay,kharif,rice
50.4,22.4,64.9,sandy,kharif,sunflower
43.5,14.4,49.4,loamy,rabi,mustard
37.2,33.6,65.6,loamy,kharif,cotton
77.7,30.7,75.0,clay,kharif,sugarcane
63.1,27.1,71.1,loamy,kharif,maize
44.2,31.8,53.1,loamy,kharif,cotton
28.5,18.3,45.8,loamy,rabi,mustard
69.4,29.0,81.6,clay,kharif,rice
41.7,17.4,59.3,clay_loam,rabi,wheat
71.3,27.9,80.2,clay,kharif,sugarcane
52.0,21.4,55.1,loamy,rabi,wheat
34.7,13.7,53.6,loamy,rabi,mustard
57.5,29.7,56.5,loamy,kharif,sunflower
42.6,14.5,62.6,clay_loam,rabi,wheat
44.3,28.3,53.0,loamy,kharif,sunflower
46.5,17.8,56.0,clay_loam,rabi,wheat
27.7,14.7,56.2,sandy,rabi,mustard
59.1,20.9,63.5,clay_loam,rabi,wheat
32.6,16.8,62.5,clay_loam,rabi,chickpea
54.8,13.9,59.6,clay_loam,rabi,wheat
25.1,15.0,40.9,loamy,rabi,mustard
94.6,28.5,76.1,clay,kharif,rice
33.5,35.2,61.6,loamy,kharif,cotton
41.2,10.9,53.5,sandy,rabi,mustard
86.9,27.0,78.4,silty,kharif,rice
34.9,31.9,52.9,loamy,kharif,cotton
26.0,18.9,50.2,sandy,rabi,mustard
65.2,32.5,78.5,clay,kharif,sugarcane
53.4,22.8,79.1,clay_loam,kharif,maize
47.7,25.2,64.7,loamy,kharif,sunflower
46.0,22.8,60.2,loamy,rabi,wheat
29.0,16.2,44.6,loamy,rabi,mustard
67.3,29.0,77.0,loamy,kharif,maize
41.4,21.1,60.6,sandy,kharif,sunflower
41.0,24.8,66.3,clay_loam,rabi,wheat
75.8,32.6,77.3,silty,kharif,rice
39.7,34.8,67.5,loamy,kharif,cotton
46.9,11.6,50.0,sandy,rabi,mustard
68.6,23.7,71.0,clay_loam,kharif,maize
60.0,28.1,84.4,clay_loam,kharif,sugarcane
58.9,22.1,52.0,sandy,kharif,sunflower
45.2,17.2,50.8,clay_loam,rabi,chickpea
88.8,25.1,83.6,silty,kharif,rice
52.1,28.7,59.8,sandy,kharif,sunflower
42.1,25.8,54.4,sandy,kharif,sunflower
43.1,12.9,37.6,sandy,rabi,mustard
49.8,36.8,63.9,loamy,kharif,cotton
39.3,17.9,50.8,loamy,rabi,chickpea
37.0,32.3,53.0,loamy,kharif,cotton
52.8,24.3,67.5,silty,rabi,wheat
66.2,26.6,69.4,clay,kharif,sugarcane
70.5,29.3,82.0,clay,kharif,sugarcane
33.2,29.9,59.9,loamy,kharif,cotton
36.3,35.4,56.0,loamy,kharif,cotton
52.1,24.4,55.2,loamy,kharif,sunflower
68.3,26.3,78.5,clay_loam,kharif,maize
65.6,28.1,81.1,clay_loam,kharif,maize
77.4,32.5,85.2,clay_loam,kharif,sugarcane
45.3,33.7,48.0,sandy,kharif,cotton
34.9,38.8,58.7,sandy,kharif,cotton
51.4,21.4,69.1,sandy,kharif,sunflower
84.9,34.4,82.0,clay,kharif,rice
43.7,19.6,44.5,clay_loam,rabi,chickpea
45.2,32.5,62.3,loamy,kharif,cotton
41.0,17.7,63.4,clay_loam,rabi,chickpea
67.3,28.6,73.2,loamy,kharif,maize
55.8,30.3,60.2,sandy,kharif,sunflower
51.9,20.0,70.1,sandy,kharif,sunflower
30.6,24.2,61.6,loamy,rabi,chickpea
62.5,20.4,61.9,clay_loam,rabi,wheat
55.9,21.1,66.5,loamy,kharif,maize
74.6,28.1,74.6,clay_loam,kharif,sugarcane
34.2,24.1,66.5,clay_loam,rabi,chickpea
35.2,21.8,58.5,loamy,rabi,mustard
44.5,33.8,63.0,sandy,kharif,cotton
60.3,26.1,76.1,clay,kharif,sugarcane
31.2,31.1,53.5,sandy,kharif,cotton
65.4,30.5,68.1,loamy,kharif,maize
56.1,24.7,62.2,clay_loam,rabi,wheat
59.1,26.1,58.6,loamy,kharif,maize
30.6,31.6,56.1,loamy,kharif,cotton
65.3,23.2,71.3,clay_loam,kharif,maize
34.4,19.4,45.8,loamy,rabi,chickpea
87.3,28.2,87.6,silty,kharif,rice
61.9,34.9,85.2,clay,kharif,sugarcane
55.3,24.9,53.8,silty,rabi,wheat
61.9,19.6,73.4,loamy,kharif,maize
54.3,24.5,54.6,sandy,kharif,sunflower
47.0,27.0,57.2,sandy,kharif,cotton
67.4,21.4,75.7,clay_loam,kharif,maize
52.5,30.5,63.1,clay_loam,kharif,maize
81.6,27.9,73.6,clay_loam,kharif,sugarcane
48.5,21.9,60.4,silty,rabi,wheat
51.9,21.3,53.3,loamy,rabi,wheat
39.3,34.5,57.7,sandy,kharif,cotton
24.9,12.8,54.8,sandy,rabi,mustard
49.8,21.5,67.3,silty,rabi,wheat
54.8,21.2,80.0,loamy,kharif,maize
45.6,19.1,51.1,loamy,rabi,chickpea
33.5,11.0,60.0,loamy,rabi,mustard
31.2,32.4,55.9,loamy,kharif,cotton
80.8,28.9,78.0,clay,kharif,sugarcane
42.2,12.8,42.7,loamy,rabi,mustard
55.3,18.3,62.5,sandy,kharif,sunflower
59.9,20.0,60.9,sandy,kharif,sunflower
28.0,22.1,53.5,loamy,rabi,mustard
34.2,16.1,41.0,sandy,rabi,mustard
38.8,15.1,41.8,loamy,rabi,mustard
47.4,30.9,61.7,loamy,kharif,cotton
26.5,21.8,59.2,clay_loam,rabi,chickpea
52.7,28.3,62.6,sandy,kharif,sunflower
41.3,21.8,66.0,silty,rabi,wheat
80.1,32.2,76.4,clay,kharif,sugarcane
82.7,28.6,85.7,clay,kharif,rice
56.3,22.3,66.3,clay_loam,rabi,wheat
77.3,28.6,78.0,clay,kharif,rice
52.0,22.8,62.0,clay_loam,rabi,wheat
46.1,17.2,50.3,clay_loam,rabi,wheat
28.8,11.4,44.7,loamy,rabi,mustard
39.6,19.2,67.6,silty,rabi,wheat
66.5,32.3,80.4,clay,kharif,sugarcane
26.3,21.3,49.6,sandy,rabi,mustard
79.6,28.7,76.5,clay_loam,kharif,sugarcane
37.9,15.4,57.5,silty,rabi,wheat
45.1,18.8,51.2,clay_loam,rabi,wheat
88.4,32.6,81.6,clay,kharif,rice
37.5,24.7,55.8,clay_loam,rabi,chickpea
67.0,28.1,78.9,clay_loam,kharif,maize
57.1,24.1,81.0,clay_loam,kharif,maize
64.7,29.2,77.4,clay,kharif,sugarcane
52.5,29.4,71.3,clay_loam,kharif,maize
85.0,26.7,79.9,clay,kharif,rice
60.2,25.1,68.3,clay_loam,kharif,maize
68.3,29.0,77.7,clay,kharif,sugarcane
71.2,32.3,80.2,clay,kharif,sugarcane
45.7,36.6,55.4,sandy,kharif,cotton
67.5,33.1,76.3,clay_loam,kharif,sugarcane
60.9,19.0,66.4,loamy,rabi,wheat
28.6,10.5,53.9,loamy,rabi,mustard
32.4,14.8,42.8,sandy,rabi,mustard
66.7,33.5,79.7,clay,kharif,sugarcane
52.1,24.5,59.9,loamy,rabi,wheat
74.5,31.8,77.8,silty,kharif,rice
95.5,31.9,85.2,silty,kharif,rice
36.4,17.0,63.0,loamy,rabi,chickpea
60.8,33.9,80.2,clay_loam,kharif,sugarcane
29.3,19.2,50.8,loamy,rabi,mustard
50.6,25.4,66.7,clay_loam,kharif,maize
36.8,19.7,44.7,clay_loam,rabi,chickpea
42.3,35.2,51.9,loamy,kharif,cotton
90.7,26.7,85.0,clay_loam,kharif,sugarcane
85.7,34.2,80.4,silty,kharif,rice
39.8,31.7,55.2,loamy,kharif,cotton
38.7,30.7,53.8,sandy,kharif,cotton
33.4,35.6,57.8,sandy,kharif,cotton
34.2,16.8,56.0,sandy,rabi,mustard
40.3,29.8,66.8,loamy,kharif,cotton
76.7,29.2,77.3,clay_loam,kharif,sugarcane
51.1,23.6,54.3,loamy,kharif,sunflower
63.5,35.7,80.1,clay_loam,kharif,sugarcane
49.1,30.4,57.9,loamy,kharif,cotton
43.2,18.7,66.3,loamy,rabi,wheat
46.9,23.4,49.8,sandy,kharif,sunflower
90.9,30.5,88.4,clay,kharif,rice
28.3,18.4,53.9,loamy,rabi,chickpea
62.9,32.9,76.1,clay,kharif,sugarcane
66.6,31.8,73.7,clay,kharif,sugarcane
60.8,26.5,66.4,clay_loam,kharif,maize
52.1,29.9,55.8,loamy,kharif,sunflower
29.8,31.4,65.9,loamy,kharif,cotton
66.1,32.3,82.1,clay,kharif,sugarcane
51.9,28.2,77.7,clay_loam,kharif,maize
55.2,27.1,56.8,clay_loam,kharif,maize
68.3,21.3,77.5,loamy,kharif,maize
30.9,17.3,43.9,loamy,rabi,mustard
40.0,20.2,50.5,sandy,kharif,sunflower
66.4,31.7,85.4,clay_loam,kharif,sugarcane
48.4,22.3,65.5,clay_loam,rabi,wheat
38.8,17.3,60.3,loamy,rabi,chickpea
37.0,19.8,58.7,sandy,rabi,mustard
76.0,28.4,85.1,clay,kharif,sugarcane
24.5,14.0,58.4,sandy,rabi,mustard
69.9,32.5,69.0,clay_loam,kharif,sugarcane
44.2,26.9,62.0,loamy,kharif,cotton
63.2,19.9,75.9,loamy,kharif,maize
62.6,18.7,68.3,loamy,kharif,maize
57.0,18.7,60.0,silty,rabi,wheat
91.1,27.4,86.3,silty,kharif,rice
35.9,12.4,50.8,loamy,rabi,mustard
45.4,19.2,63.9,loamy,rabi,chickpea
40.7,30.1,60.8,loamy,kharif,cotton
34.6,26.8,61.5,sandy,kharif,cotton
45.9,29.1,62.7,sandy,kharif,cotton
46.0,16.7,41.4,sandy,rabi,mustard
27.0,12.2,60.2,sandy,rabi,mustard
39.4,16.7,55.4,sandy,rabi,mustard
41.4,20.2,52.3,loamy,rabi,chickpea
46.4,17.3,60.6,clay_loam,rabi,wheat
44.7,18.3,52.0,clay_loam,rabi,chickpea
35.6,14.1,64.0,clay_loam,rabi,chickpea
31.7,37.0,61.2,loamy,kharif,cotton
45.8,32.5,61.8,loamy,kharif,cotton
59.6,23.6,66.4,loamy,kharif,sunflower
50.3,25.6,68.6,loamy,kharif,sunflower
30.7,18.9,49.6,sandy,rabi,mustard
30.4,14.8,59.8,sandy,rabi,mustard
41.5,21.5,49.8,loamy,rabi,chickpea
44.6,16.6,49.0,clay_loam,rabi,chickpea
89.0,32.4,76.5,clay,kharif,rice
29.2,11.0,56.0,loamy,rabi,mustard
41.2,30.5,59.8,sandy,kharif,cotton
68.4,27.6,61.9,loamy,kharif,maize
35.1,18.4,43.8,sandy,rabi,mustard
38.5,15.8,57.2,sandy,rabi,mustard
77.6,29.7,86.3,clay,kharif,rice
48.6,25.0,77.8,clay_loam,kharif,maize
32.6,16.7,41.2,loamy,rabi,mustard
58.5,23.7,69.0,loamy,kharif,maize
41.2,23.4,66.6,silty,rabi,wheat
50.8,15.6,61.9,silty,rabi,wheat
35.0,13.3,49.4,clay_loam,rabi,chickpea
53.7,22.8,66.2,clay_loam,kharif,maize
53.0,27.4,77.7,clay_loam,kharif,maize
30.5,19.4,56.2,clay_loam,rabi,chickpea
46.2,24.4,50.5,sandy,kharif,sunflower
41.1,28.5,69.8,loamy,kharif,sunflower
51.7,26.5,61.9,loamy,kharif,sunflower
46.7,22.1,68.7,sandy,kharif,sunflower
32.6,9.5,41.5,loamy,rabi,mustard
32.5,37.7,61.7,loamy,kharif,cotton
84.3,27.9,81.7,silty,kharif,rice
72.7,24.2,84.2,clay,kharif,rice
80.8,26.1,83.1,clay,kharif,rice
62.8,27.0,69.7,clay,kharif,sugarcane
44.1,23.9,56.6,loamy,kharif,sunflower
57.1,30.9,61.2,clay_loam,kharif,maize
44.0,38.3,64.4,loamy,kharif,cotton
84.1,32.1,75.4,clay_loam,kharif,sugarcane
44.4,18.9,44.6,loamy,rabi,mustard
31.5,37.8,61.2,sandy,kharif,cotton
74.9,33.7,74.2,clay_loam,kharif,sugarcane
37.7,30.8,52.7,sandy,kharif,cotton
46.1,21.9,71.0,loamy,rabi,wheat
51.0,24.8,56.1,silty,rabi,wheat
42.7,23.1,56.3,clay_loam,rabi,chickpea
61.7,20.1,61.7,clay_loam,kharif,maize
43.9,32.4,61.0,sandy,kharif,cotton
56.3,18.3,80.3,clay_loam,kharif,maize
34.5,17.4,52.6,sandy,rabi,mustard
40.9,27.1,53.9,loamy,kharif,cotton
58.1,21.4,61.9,silty,rabi,wheat
31.8,24.2,48.3,clay_loam,rabi,chickpea
57.6,21.7,62.2,sandy,kharif,sunflower
42.3,18.9,53.9,loamy,rabi,chickpea
33.6,24.4,59.0,loamy,rabi,chickpea
46.8,23.9,52.8,loamy,rabi,wheat
46.3,26.8,50.4,silty,rabi,wheat
58.0,19.5,61.8,sandy,kharif,sunflower
73.6,24.8,88.8,clay,kharif,sugarcane
84.9,27.8,74.7,clay,kharif,rice
46.9,20.5,59.8,silty,rabi,wheat
33.0,10.7,40.5,loamy,rabi,mustard
40.4,26.5,59.1,sandy,kharif,sunflower
48.1,19.7,58.6,loamy,rabi,chickpea
61.3,28.7,67.9,loamy,kharif,maize
28.8,33.8,59.7,sandy,kharif,cotton
34.3,19.1,42.7,clay_loam,rabi,chickpea
65.0,23.9,63.0,loamy,kharif,maize
65.8,21.7,68.1,clay_loam,kharif,maize
32.1,36.4,54.9,sandy,kharif,cotton
62.7,19.5,63.4,clay_loam,kharif,maize
45.0,16.6,63.1,clay_loam,rabi,wheat
58.8,27.6,85.0,clay,kharif,sugarcane
45.9,21.8,45.5,clay_loam,rabi,chickpea
44.9,22.5,55.0,clay_loam,rabi,wheat
36.4,20.6,47.1,loamy,rabi,chickpea
42.0,17.2,65.4,loamy,rabi,wheat
59.5,19.8,52.6,loamy,rabi,wheat
62.8,23.3,80.5,clay_loam,kharif,maize
56.6,21.2,62.4,loamy,kharif,maize
85.5,31.9,82.1,clay,kharif,rice
54.0,21.2,60.6,loamy,kharif,sunflower
54.9,21.6,65.6,silty,rabi,wheat
33.2,18.4,48.8,sandy,rabi,mustard
45.1,33.5,52.7,loamy,kharif,cotton
41.6,35.0,63.6,sandy,kharif,cotton
35.1,14.0,65.7,loamy,rabi,chickpea
68.8,29.4,71.5,clay_loam,kharif,maize
61.2,23.5,64.8,loamy,kharif,maize
64.1,33.7,72.3,clay,kharif,sugarcane
87.6,27.4,81.2,silty,kharif,rice
73.7,32.0,79.8,silty,kharif,rice
86.1,30.5,78.4,clay_loam,kharif,sugarcane
75.9,28.0,77.7,silty,kharif,rice
71.8,27.0,76.4,clay_loam,kharif,sugarcane
79.7,23.9,85.2,silty,kharif,rice
54.3,28.0,72.8,loamy,kharif,maize
58.3,18.0,68.1,clay_loam,rabi,wheat
43.3,23.9,52.9,loamy,rabi,chickpea
62.5,25.5,61.6,loamy,kharif,maize
41.0,22.0,69.8,silty,rabi,wheat
54.4,21.7,69.0,loamy,kharif,maize
43.1,29.3,57.4,sandy,kharif,cotton
42.1,34.6,55.6,sandy,kharif,cotton
43.4,29.4,52.3,loamy,kharif,cotton
66.5,27.8,83.8,clay_loam,kharif,sugarcane
33.9,19.5,44.9,loamy,rabi,mustard
57.8,20.1,53.5,loamy,kharif,sunflower
42.5,20.5,50.9,sandy,kharif,sunflower
57.3,20.2,67.9,loamy,rabi,wheat
33.0,34.7,62.2,sandy,kharif,cotton
31.6,36.7,62.6,sandy,kharif,cotton
46.0,24.3,67.9,sandy,kharif,sunflower
76.6,31.5,79.8,silty,kharif,rice
81.2,32.3,85.9,clay_loam,kharif,sugarcane
47.0,20.7,45.2,loamy,rabi,chickpea
61.8,17.6,53.7,loamy,rabi,wheat
38.5,22.6,57.9,clay_loam,rabi,chickpea
61.4,32.9,75.9,clay,kharif,sugarcane
